curve_label,twist,source,conductor,reason
105845a1,381,Zha16_no_2_tors,105845,NEW_GCD_3N
105845a1,609,Zha16_no_2_tors,105845,NEW_GCD_3N
105845a1,789,Zha16_no_2_tors,105845,NEW_GCD_3N
105845a1,849,Zha16_no_2_tors,105845,NEW_GCD_3N
105845a1,921,Zha16_no_2_tors,105845,NEW_GCD_3N
10586a1,129,Zha16_no_2_tors,10586,NEW_GCD_3N
10586a1,753,Zha16_no_2_tors,10586,NEW_GCD_3N
10586a1,993,Zha16_no_2_tors,10586,NEW_GCD_3N
10598c1,57,Zha16_no_2_tors,10598,NEW_GCD_3N
10598c1,249,Zha16_no_2_tors,10598,NEW_GCD_3N
10598c1,681,Zha16_no_2_tors,10598,NEW_GCD_3N
106339b1,21,Zha16_no_2_tors,106339,NEW_GCD_3N
106339b1,273,Zha16_no_2_tors,106339,NEW_GCD_3N
106339b1,357,Zha16_no_2_tors,106339,NEW_GCD_3N
106339b1,465,Zha16_no_2_tors,106339,NEW_GCD_3N
106339b1,537,Zha16_no_2_tors,106339,NEW_GCD_3N
106339b1,885,Zha16_no_2_tors,106339,NEW_GCD_3N
106454d1,273,Zha16_no_2_tors,106454,NEW_GCD_3N
106454d1,417,Zha16_no_2_tors,106454,NEW_GCD_3N
106502a1,993,Zha16_no_2_tors,106502,NEW_GCD_3N
106730e1,321,Zha16_no_2_tors,106730,NEW_GCD_3N
106730e1,849,Zha16_no_2_tors,106730,NEW_GCD_3N
106778a1,921,Zha16_no_2_tors,106778,NEW_GCD_3N
106822a1,57,Zha16_no_2_tors,106822,NEW_GCD_3N
106822a1,129,Zha16_no_2_tors,106822,NEW_GCD_3N
106822a1,201,Zha16_no_2_tors,106822,NEW_GCD_3N
106822a1,249,Zha16_no_2_tors,106822,NEW_GCD_3N
106822a1,681,Zha16_no_2_tors,106822,NEW_GCD_3N
106822a1,777,Zha16_no_2_tors,106822,NEW_GCD_3N
106870b1,129,Zha16_no_2_tors,106870,NEW_GCD_3N
106870b1,249,Zha16_no_2_tors,106870,NEW_GCD_3N
106870b1,609,Zha16_no_2_tors,106870,NEW_GCD_3N
107090b1,129,Zha16_no_2_tors,107090,NEW_GCD_3N
107090b1,489,Zha16_no_2_tors,107090,NEW_GCD_3N
107090b1,921,Zha16_no_2_tors,107090,NEW_GCD_3N
1070d1,249,Zha16_no_2_tors,1070,NEW_GCD_3N
1070d1,849,Zha16_no_2_tors,1070,NEW_GCD_3N
107278b1,129,Zha16_no_2_tors,107278,NEW_GCD_3N
107278b1,177,Zha16_no_2_tors,107278,NEW_GCD_3N
107278b1,321,Zha16_no_2_tors,107278,NEW_GCD_3N
107278b1,537,Zha16_no_2_tors,107278,NEW_GCD_3N
107278b1,753,Zha16_no_2_tors,107278,NEW_GCD_3N
107278b1,921,Zha16_no_2_tors,107278,NEW_GCD_3N
107278c1,129,Zha16_no_2_tors,107278,NEW_GCD_3N
